source_pdf,source_page,source_table_index,category,subcategory,part,radial_size_normalized,cost_full,cost_empty,mass_full_or_value,mass_empty,max_temp_k_full_or_value,max_temp_k_secondary_or_skin,parameters_json,radial_size,cost,mass_t,mass_t_full,mass_t_empty,max_temp_k,tolerance_g,capacity,capacity_electricity,torque_kn_m,s_a_s_level,electricity_electricity_per_s,oxidizer,liquid_fuel,monopropellant,xenon,ore,fuel,fuel_per_s,thrust_kn,thrust_kn_atm,thrust_kn_vac,twr,twr_atm,twr_vac,twr_full_atm,twr_full_vac,twr_empty_atm,twr_empty_vac,isp_s_atm,isp_s_vac,ablator,antenna_rating,brake_torque_knm,crew_capacity,data_size_mits,deflection_range_deg,deflection_surface_part_percent,deployable,dimensions_m_l,dimensions_m_sd,dimensions_m_w_per_e,ejection_impulse_kgf_s,electricity_electricity_per_mit,electricity_per_mass_electricity_per_s_t,experiment_base_science_value,fuel_consumption_per_s,full_deploy_altitude_m,fully_deployed_diameter,intake_air_initial_per_max,intake_area_m2,inventory_slots,isp_s_empty_atm,isp_s_empty_vac,lift,max_altitude_m,max_length_m,max_motor_speed_m_per_s,max_radius_m,net_transmission_speed_mits_per_s,packed_volume_l,panel_cost_per_m2,panel_mass_t_per_m2,relay_capable,required_crew,required_crew_per_power,scanning_mode,scanning_resource,semi_deploy_pressure_atm,semi_deployed_diameter,stacking_capacity,steerable,tolerance_m_per_s,volume_limit_l,xenon_per_s
Parts - Kerbal Space Program Wiki.pdf,16,20,Coupling,Decoupler and separator,TS-37 Stack Separator,Extra large,500,,0.48,,2000,,"{""cost"": ""500"", ""ejection_impulse_kgf_s"": ""200"", ""mass_t"": ""0.48"", ""max_temp_k"": ""2000"", ""radial_size"": ""Extra large"", ""tolerance_g"": ""150"", ""tolerance_m_per_s"": ""6""}",Extra large,500,0.48,,,2000,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,
Parts - Kerbal Space Program Wiki.pdf,16,21,Coupling,Docking,Clamp-O-Tron Docking Port Jr.,Tiny,800,,0.02,,2000,,"{""cost"": ""800"", ""mass_t"": ""0.02"", ""max_temp_k"": ""2000"", ""radial_size"": ""Tiny"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""10""}",Tiny,800,0.02,,,2000,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,
Parts - Kerbal Space Program Wiki.pdf,16,21,Coupling,Docking,Clamp-O-Tron Docking Port,Small,280,,0.05,,2000,,"{""cost"": ""280"", ""mass_t"": ""0.05"", ""max_temp_k"": ""2000"", ""radial_size"": ""Small"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""10""}",Small,280,0.05,,,2000,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,
Parts - Kerbal Space Program Wiki.pdf,16,21,Coupling,Docking,Clamp-O-Tron Shielded Docking Port,Small,400,,0.1,,2600,,"{""cost"": ""400"", ""mass_t"": ""0.1"", ""max_temp_k"": ""2600"", ""radial_size"": ""Small"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""10""}",Small,400,0.1,,,2600,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,
Parts - Kerbal Space Program Wiki.pdf,16,21,Coupling,Docking,Clamp-O-Tron Docking Port Sr.,Large,980,,0.2,,2000,,"{""cost"": ""980"", ""mass_t"": ""0.2"", ""max_temp_k"": ""2000"", ""radial_size"": ""Large"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""20""}",Large,980,0.2,,,2000,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,
Parts - Kerbal Space Program Wiki.pdf,16,21,Coupling,Docking,Inline Clamp-O-Tron,Small,700,,0.3,,2000,,"{""cost"": ""700"", ""mass_t"": ""0.3"", ""max_temp_k"": ""2000"", ""radial_size"": ""Small"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""10""}",Small,700,0.3,,,2000,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,
Parts - Kerbal Space Program Wiki.pdf,16,21,Coupling,Docking,Mk2 Clamp-O-Tron,Mk2,850,760,0.6,0.3,2500,,"{""cost"": ""850 (760)"", ""mass_t"": ""0.6 (0.3)"", ""max_temp_k"": ""2500"", ""radial_size"": ""Mk2"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""50""}",Mk2,850 (760),0.6 (0.3),,,2500,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,
Parts - Kerbal Space Program Wiki.pdf,16,21,Coupling,Docking,Advanced Grabbing Unit,Small,450,,0.3,,2000,,"{""cost"": ""450"", ""mass_t"": ""0.3"", ""max_temp_k"": ""2000"", ""radial_size"": ""Small"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""50""}",Small,450,0.3,,,2000,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,
Parts - Kerbal Space Program Wiki.pdf,16,21,Coupling,Docking,Advanced Grabbing Unit Jr.,Tiny,315,,0.075,,2000,,"{""cost"": ""315"", ""mass_t"": ""0.075"", ""max_temp_k"": ""2000"", ""radial_size"": ""Tiny"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""50""}",Tiny,315,0.075,,,2000,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,
Parts - Kerbal Space Program Wiki.pdf,17,22,Payload,Fairings,AE-FF1 Airstream Protective Shell (1.25m),Small,300,,0.075,,2600,,"{""cost"": ""300"", ""mass_t"": ""0.075"", ""max_radius_m"": ""1.5"", ""max_temp_k"": ""2600"", ""panel_cost_per_m2"": ""6"", ""panel_mass_t_per_m2"": ""0.01"", ""radial_size"": ""Small"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""9""}",Small,300,0.075,,,2600,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,6,0.01,,,,,,,,,,9,,
Parts - Kerbal Space Program Wiki.pdf,17,22,Payload,Fairings,AE-FF2 Airstream Protective Shell (2.5m),Large,600,,0.175,,2600,,"{""cost"": ""600"", ""mass_t"": ""0.175"", ""max_radius_m"": ""3"", ""max_temp_k"": ""2600"", ""panel_cost_per_m2"": ""12"", ""panel_mass_t_per_m2"": ""0.012"", ""radial_size"": ""Large"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""9""}",Large,600,0.175,,,2600,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,12,0.012,,,,,,,,,,9,,
Parts - Kerbal Space Program Wiki.pdf,17,22,Payload,Fairings,AE-FF3 Airstream Protective Shell (3.75m),Extra large,900,,0.475,,2600,,"{""cost"": ""900"", ""mass_t"": ""0.475"", ""max_radius_m"": ""6"", ""max_temp_k"": ""2600"", ""panel_cost_per_m2"": ""18"", ""panel_mass_t_per_m2"": ""0.016"", ""radial_size"": ""Extra large"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""9""}",Extra large,900,0.475,,,2600,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,18,0.016,,,,,,,,,,9,,
Parts - Kerbal Space Program Wiki.pdf,17,23,Payload,Cargo bays,Mk2 Cargo Bay CRG-04,Mk2,320,,0.25,,2500,,"{""capacity"": ""⌀1.25x1.875 m (FL-T400)"", ""cost"": ""320"", ""mass_t"": ""0.25"", ""max_temp_k"": ""2500"", ""radial_size"": ""Mk2"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""50""}",Mk2,320,0.25,,,2500,50,⌀1.25x1.875 m (FL-T400),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,
Parts - Kerbal Space Program Wiki.pdf,17,23,Payload,Cargo bays,Mk2 Cargo Bay CRG-08,Mk2,500,,0.5,,2500,,"{""capacity"": ""⌀1.25x3.75 m (FL-T800)"", ""cost"": ""500"", ""mass_t"": ""0.5"", ""max_temp_k"": ""2500"", ""radial_size"": ""Mk2"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""50""}",Mk2,500,0.5,,,2500,50,⌀1.25x3.75 m (FL-T800),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,
Parts - Kerbal Space Program Wiki.pdf,17,23,Payload,Cargo bays,Mk3 Cargo Bay CRG-25,Mk3,750,,1.5,,2700,,"{""capacity"": ""⌀2.50x2.50 m (1⅓ x X200-16)"", ""cost"": ""750"", ""mass_t"": ""1.5"", ""max_temp_k"": ""2700"", ""radial_size"": ""Mk3"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""50""}",Mk3,750,1.5,,,2700,50,⌀2.50x2.50 m (1⅓ x X200-16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,
Parts - Kerbal Space Program Wiki.pdf,17,23,Payload,Cargo bays,Mk3 Cargo Bay CRG-50,Mk3,1500,,3.0,,2700,,"{""capacity"": ""⌀2.50x5.00 m (1⅓ x X200-32)"", ""cost"": ""1500"", ""mass_t"": ""3.0"", ""max_temp_k"": ""2700"", ""radial_size"": ""Mk3"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""50""}",Mk3,1500,3.0,,,2700,50,⌀2.50x5.00 m (1⅓ x X200-32),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,
Parts - Kerbal Space Program Wiki.pdf,17,23,Payload,Cargo bays,Mk3 Cargo Bay CRG-100,Mk3,3000,,6.0,,2700,,"{""capacity"": ""⌀2.50x10.00 m (1⅓ x Jumbo-64)"", ""cost"": ""3000"", ""mass_t"": ""6.0"", ""max_temp_k"": ""2700"", ""radial_size"": ""Mk3"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""50""}",Mk3,3000,6.0,,,2700,50,⌀2.50x10.00 m (1⅓ x Jumbo-64),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,
Parts - Kerbal Space Program Wiki.pdf,17,23,Payload,Cargo bays,Mk3 Cargo Ramp,Mk3,3000,,4.0,,2700,,"{""capacity"": ""⌀2.50x2.00 m (X200-16)"", ""cost"": ""3000"", ""mass_t"": ""4.0"", ""max_temp_k"": ""2700"", ""radial_size"": ""Mk3"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""50""}",Mk3,3000,4.0,,,2700,50,⌀2.50x2.00 m (X200-16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,
Parts - Kerbal Space Program Wiki.pdf,17,24,Payload,Service bays,Service Bay (1.25m),Small,500,,0.1,,2900,,"{""capacity"": ""⌀1.25x0.50 m (~ FL-T100)"", ""cost"": ""500"", ""mass_t"": ""0.1"", ""max_temp_k"": ""2900"", ""radial_size"": ""Small"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""14""}",Small,500,0.1,,,2900,50,⌀1.25x0.50 m (~ FL-T100),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,
Parts - Kerbal Space Program Wiki.pdf,17,24,Payload,Service bays,Service Bay (2.5m),Large,500,,0.3,,2900,,"{""capacity"": ""⌀2.50x1.10 m ( ~ X200-8)"", ""cost"": ""500"", ""mass_t"": ""0.3"", ""max_temp_k"": ""2900"", ""radial_size"": ""Large"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""14""}",Large,500,0.3,,,2900,50,⌀2.50x1.10 m ( ~ X200-8),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,
Parts - Kerbal Space Program Wiki.pdf,18,25,Aerodynamics,Air intakes,Small Circular Intake,Tiny,250,,0.007,,1200,,"{""cost"": ""250"", ""intake_air_initial_per_max"": ""0.5 / 0.5"", ""intake_area_m2"": ""0.10"", ""mass_t"": ""0.007"", ""max_temp_k"": ""1200"", ""radial_size"": ""Tiny"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""7""}",Tiny,250,0.007,,,1200,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5 / 0.5,0.10,,,,,,,,,,,,,,,,,,,,,,7,,
Parts - Kerbal Space Program Wiki.pdf,18,25,Aerodynamics,Air intakes,Circular Intake,Small,680,,0.04,,1900,,"{""cost"": ""680"", ""intake_air_initial_per_max"": ""2.0 / 2.0"", ""intake_area_m2"": ""0.60"", ""mass_t"": ""0.04"", ""max_temp_k"": ""1900"", ""radial_size"": ""Small"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""7""}",Small,680,0.04,,,1900,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0 / 2.0,0.60,,,,,,,,,,,,,,,,,,,,,,7,,
Parts - Kerbal Space Program Wiki.pdf,18,25,Aerodynamics,Air intakes,Adjustable Ramp Intake,Small,2680,,0.06,,2400,,"{""cost"": ""2680"", ""intake_air_initial_per_max"": ""2.0 / 2.0"", ""intake_area_m2"": ""0.74"", ""mass_t"": ""0.06"", ""max_temp_k"": ""2400"", ""radial_size"": ""Small"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""7""}",Small,2680,0.06,,,2400,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0 / 2.0,0.74,,,,,,,,,,,,,,,,,,,,,,7,,
Parts - Kerbal Space Program Wiki.pdf,18,25,Aerodynamics,Air intakes,Shock Cone Intake,Small,3050,,0.12,,2400,,"{""cost"": ""3050"", ""intake_air_initial_per_max"": ""2.0 / 2.0"", ""intake_area_m2"": ""0.75"", ""mass_t"": ""0.12"", ""max_temp_k"": ""2400"", ""radial_size"": ""Small"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""7""}",Small,3050,0.12,,,2400,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0 / 2.0,0.75,,,,,,,,,,,,,,,,,,,,,,7,,
Parts - Kerbal Space Program Wiki.pdf,18,25,Aerodynamics,Air intakes,Mk1 Diverterless Supersonic Intake,Small,720,560,1.17,0.17,2000,,"{""cost"": ""720 (560)"", ""intake_air_initial_per_max"": ""2.0 / 2.0"", ""intake_area_m2"": ""0.61"", ""mass_t"": ""1.17 (0.17)"", ""max_temp_k"": ""2000"", ""radial_size"": ""Small"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""10""}",Small,720 (560),1.17 (0.17),,,2000,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0 / 2.0,0.61,,,,,,,,,,,,,,,,,,,,,,10,,
Parts - Kerbal Space Program Wiki.pdf,18,25,Aerodynamics,Air intakes,Engine Nacelle,Small,600,480,0.90,0.15,2000,,"{""cost"": ""600 (480)"", ""intake_air_initial_per_max"": ""5.0 / 5.0"", ""intake_area_m2"": ""0.50"", ""mass_t"": ""0.90 (0.15)"", ""max_temp_k"": ""2000"", ""radial_size"": ""Small"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""10""}",Small,600 (480),0.90 (0.15),,,2000,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0 / 5.0,0.50,,,,,,,,,,,,,,,,,,,,,,10,,
Parts - Kerbal Space Program Wiki.pdf,18,25,Aerodynamics,Air intakes,Engine Pre-cooler,Small,1650,1618,0.35,0.15,2000,,"{""cost"": ""1650 (1618)"", ""intake_air_initial_per_max"": ""5.0 / 5.0"", ""intake_area_m2"": ""0.50"", ""mass_t"": ""0.35 (0.15)"", ""max_temp_k"": ""2000"", ""radial_size"": ""Small"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""10""}",Small,1650 (1618),0.35 (0.15),,,2000,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0 / 5.0,0.50,,,,,,,,,,,,,,,,,,,,,,10,,
Parts - Kerbal Space Program Wiki.pdf,18,25,Aerodynamics,Air intakes,XM-G50 Radial Air Intake,Radial mounted,250,,0.02,,2000,,"{""cost"": ""250"", ""intake_air_initial_per_max"": ""2.0 / 2.0"", ""intake_area_m2"": ""0.31"", ""mass_t"": ""0.02"", ""max_temp_k"": ""2000"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""10""}",Radial mounted,250,0.02,,,2000,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0 / 2.0,0.31,,,,,,,,,,,,,,,,,,,,,,10,,
Parts - Kerbal Space Program Wiki.pdf,18,25,Aerodynamics,Air intakes,Adjustable Ramp Intake (Radial),Radial mounted,900,,0.01,,2400,,"{""cost"": ""900"", ""intake_air_initial_per_max"": ""0.5 / 0.5"", ""intake_area_m2"": ""0.10"", ""mass_t"": ""0.01"", ""max_temp_k"": ""2400"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""7""}",Radial mounted,900,0.01,,,2400,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5 / 0.5,0.10,,,,,,,,,,,,,,,,,,,,,,7,,
Parts - Kerbal Space Program Wiki.pdf,19,26,Aerodynamics,Nose cones and tail connectors,Small Nose Cone,Tiny,180,,0.01,,2400,,"{""cost"": ""180"", ""mass_t"": ""0.01"", ""max_temp_k"": ""2400"", ""radial_size"": ""Tiny"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""10""}",Tiny,180,0.01,,,2400,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,
Parts - Kerbal Space Program Wiki.pdf,19,26,Aerodynamics,Nose cones and tail connectors,Aerodynamic Nose Cone,Small,240,,0.03,,2400,,"{""cost"": ""240"", ""mass_t"": ""0.03"", ""max_temp_k"": ""2400"", ""radial_size"": ""Small"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""10""}",Small,240,0.03,,,2400,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,
Parts - Kerbal Space Program Wiki.pdf,19,26,Aerodynamics,Nose cones and tail connectors,Advanced Nose Cone - Type A,Small,320,,0.075,,2000,,"{""cost"": ""320"", ""mass_t"": ""0.075"", ""max_temp_k"": ""2000"", ""radial_size"": ""Small"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""10""}",Small,320,0.075,,,2000,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,
Parts - Kerbal Space Program Wiki.pdf,19,26,Aerodynamics,Nose cones and tail connectors,Advanced Nose Cone - Type B,Small,320,,0.075,,2000,,"{""cost"": ""320"", ""mass_t"": ""0.075"", ""max_temp_k"": ""2000"", ""radial_size"": ""Small"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""10""}",Small,320,0.075,,,2000,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,
Parts - Kerbal Space Program Wiki.pdf,19,26,Aerodynamics,Nose cones and tail connectors,Protective Rocket Nose Cone Mk7,Large,450,,0.2,,2400,,"{""cost"": ""450"", ""mass_t"": ""0.2"", ""max_temp_k"": ""2400"", ""radial_size"": ""Large"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""10""}",Large,450,0.2,,,2400,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,
Parts - Kerbal Space Program Wiki.pdf,19,26,Aerodynamics,Nose cones and tail connectors,Protective Rocket Nose Cone Mk12A,Extra large,850,,0.4,,2400,,"{""cost"": ""850"", ""mass_t"": ""0.4"", ""max_temp_k"": ""2400"", ""radial_size"": ""Extra large"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""10""}",Extra large,850,0.4,,,2400,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,
Parts - Kerbal Space Program Wiki.pdf,19,26,Aerodynamics,Nose cones and tail connectors,Tail Connector A,Small,675,,0.2,,2200,,"{""cost"": ""675"", ""mass_t"": ""0.2"", ""max_temp_k"": ""2200"", ""radial_size"": ""Small"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""8""}",Small,675,0.2,,,2200,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,
Parts - Kerbal Space Program Wiki.pdf,19,26,Aerodynamics,Nose cones and tail connectors,Tail Connector B,Small,675,,0.2,,2200,,"{""cost"": ""675"", ""mass_t"": ""0.2"", ""max_temp_k"": ""2200"", ""radial_size"": ""Small"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""8""}",Small,675,0.2,,,2200,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,
Parts - Kerbal Space Program Wiki.pdf,20,27,Aerodynamics,Modular wings,Wing Connector Type A,Radial mounted,500,,0.2,,2400,,"{""cost"": ""500"", ""dimensions_m_l"": ""2"", ""dimensions_m_sd"": ""-"", ""dimensions_m_w_per_e"": ""4"", ""lift"": ""2"", ""mass_t"": ""0.2"", ""max_temp_k"": ""2400"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""15""}",Radial mounted,500,0.2,,,2400,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-,4,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,15,,
Parts - Kerbal Space Program Wiki.pdf,20,27,Aerodynamics,Modular wings,Wing Connector Type B,Radial mounted,500,,0.2,,2400,,"{""cost"": ""500"", ""dimensions_m_l"": ""4"", ""dimensions_m_sd"": ""-"", ""dimensions_m_w_per_e"": ""2"", ""lift"": ""2"", ""mass_t"": ""0.2"", ""max_temp_k"": ""2400"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""15""}",Radial mounted,500,0.2,,,2400,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,-,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,15,,
Parts - Kerbal Space Program Wiki.pdf,20,27,Aerodynamics,Modular wings,Wing Connector Type C,Radial mounted,250,,0.1,,2400,,"{""cost"": ""250"", ""dimensions_m_l"": ""2"", ""dimensions_m_sd"": ""-"", ""dimensions_m_w_per_e"": ""2"", ""lift"": ""1"", ""mass_t"": ""0.1"", ""max_temp_k"": ""2400"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""15""}",Radial mounted,250,0.1,,,2400,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,15,,
Parts - Kerbal Space Program Wiki.pdf,20,27,Aerodynamics,Modular wings,Wing Connector Type D,Radial mounted,100,,0.05,,2400,,"{""cost"": ""100"", ""dimensions_m_l"": ""2"", ""dimensions_m_sd"": ""-"", ""dimensions_m_w_per_e"": ""1"", ""lift"": ""0.5"", ""mass_t"": ""0.05"", ""max_temp_k"": ""2400"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""15""}",Radial mounted,100,0.05,,,2400,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-,1,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,15,,
Parts - Kerbal Space Program Wiki.pdf,20,27,Aerodynamics,Modular wings,Wing Connector Type E,Radial mounted,100,,0.05,,2400,,"{""cost"": ""100"", ""dimensions_m_l"": ""1"", ""dimensions_m_sd"": ""-"", ""dimensions_m_w_per_e"": ""2"", ""lift"": ""0.5"", ""mass_t"": ""0.05"", ""max_temp_k"": ""2400"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""15""}",Radial mounted,100,0.05,,,2400,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-,2,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,15,,
Parts - Kerbal Space Program Wiki.pdf,20,27,Aerodynamics,Modular wings,Delta Wing,Radial mounted,600,,0.2,,2400,,"{""cost"": ""600"", ""dimensions_m_l"": ""4"", ""dimensions_m_sd"": ""-"", ""dimensions_m_w_per_e"": ""4 / 0"", ""lift"": ""2"", ""mass_t"": ""0.2"", ""max_temp_k"": ""2400"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""15""}",Radial mounted,600,0.2,,,2400,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,-,4 / 0,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,15,,
Parts - Kerbal Space Program Wiki.pdf,20,27,Aerodynamics,Modular wings,Small Delta Wing,Radial mounted,200,,0.05,,2400,,"{""cost"": ""200"", ""dimensions_m_l"": ""2"", ""dimensions_m_sd"": ""-"", ""dimensions_m_w_per_e"": ""2 / 0"", ""lift"": ""0.5"", ""mass_t"": ""0.05"", ""max_temp_k"": ""2400"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""15""}",Radial mounted,200,0.05,,,2400,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-,2 / 0,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,15,,
Parts - Kerbal Space Program Wiki.pdf,20,27,Aerodynamics,Modular wings,Wing Strake,Radial mounted,400,,0.05,,2400,,"{""cost"": ""400"", ""dimensions_m_l"": ""1"", ""dimensions_m_sd"": ""-"", ""dimensions_m_w_per_e"": ""4 / 0"", ""lift"": ""0.5"", ""mass_t"": ""0.05"", ""max_temp_k"": ""2400"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""15""}",Radial mounted,400,0.05,,,2400,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-,4 / 0,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,15,,
